songId,artist,genre,duration,playCount,dateAdded
Portrait of Neon Smoke,The Midnight Shadows,Metal,3:09,35,9/21/2008
Hymns to Broken Hearts,Restless Fever,J-Pop,2:50,28,1/22/1995
Dreams of Crimson Flowers,False Fever,Folk,2:51,348928,7/19/2007
Songs for Bright Ashes,TheBright Fire,Soul,4:16,175,10/4/2021
Echoes of Golden Faith, Broken Static,Hip-Hop,3:55,320922,9/25/1998
Notes from Final Snow, Dark Collective,Blues,2:06,9603,11/16/2019
Whispers of Distant Rivers,The Silent Dreams,Disco,2:00,116418,9/25/2016
Children of Restless Blood,The Heavy Sinners,House,4:16,15,8/11/2021
Ghosts of Neon Fire,TheBright Flowers,Disco,3:51,3,2/17/1998
Notes from Velvet Rain, Broken Kids,Drill,3:15,804,4/19/2017
Whispers of Dark Lies,TheWild Sinners,Blues,3:28,6578,9/9/2019
Hymns to Lonely Voices,The Midnight Ghosts,Funk,4:08,26,3/21/2011
The Shape of Distant Snow,The Wild Ritual,Trap,4:18,6502,6/24/2021
Songs for Endless Fire,The Bright Shadows,Afrobeats,3:31,16447,12/3/2008
Ballad of Wild Fever,The Bright Collective,Metal,2:35,1,5/21/2008
Ghosts of Final Hope,The Empty Empire,Funk,2:07,573396,8/27/2013
Children of Golden Dreams, Cold Lovers,Classical,2:34,269770,2/26/2019
Notes from Hollow Rivers,Endless Static,Trap,3:55,14,7/4/2014
The Shape of Broken Lights,TheLonely Wolves,Electronic,3:01,177,5/6/2017
Children of Bright Lies,TheElectric Flowers,Classical,2:24,1925,8/10/2013
Requiem for Lonely Shadows,The Broken Flowers,Rock,3:19,758470,6/7/1996
Fragments of Final Eyes, Paper Ghosts,EDM,2:09,192736,11/18/2012
Letters to Hidden Memories, Modern Flowers,Lo-Fi,3:07,59770,8/11/2013
Last Days of Bright Storms,Velvet Sinners,Jazz,4:12,38070,3/28/2005
Songs for Shattered Rain,The Dark Signals,R&B,3:01,812296,4/7/2013
Songs for Dark Hearts,Paper Angels,Soul,2:55,78,11/8/2021
Portrait of Restless Flames, Soft Shadows,Techno,3:27,28017,11/24/2021
Last Days of Forgotten Snow, Holy Kids,Reggae,2:00,65699,5/27/2005
Last Days of Hollow Signals,Heavy Static,Country,3:50,22592,11/24/2023
Letters to Young Lies,The Endless Club,Soul,3:41,45,10/21/2014
Dreams of Broken Skies,The Modern Lovers,Trap,3:06,304355,1/4/1999
Fragments of Heavy Skies,Holy Voices,Electronic,3:08,7238,3/28/2002
Notes from Fading Shadows,The Midnight Angels,Electronic,3:34,313,11/2/2002
Children of Soft Lies,Broken Voices,Alternative,4:14,14320,10/14/2004
Fragments of Distant Signals,The Feral Empire,Indie,2:53,10645,12/20/2024
Visions of Wild Sins,The Paper Fever,Ambient,2:51,12,10/23/2016
Midnight in Final Silence,TheBright Collective,Funk,2:26,169,12/24/2023
Letters to Heavy Voices,TheVelvet Angels,Blues,3:02,81,4/12/1995
Fragments of Golden Signals,TheCold Echoes,J-Pop,2:45,3,4/7/2001
Hymns to Electric Echoes,TheStatic Echoes,Jazz,4:17,2930,12/2/2008
Children of Electric Voices,Hidden Lovers,Soul,3:58,89,5/7/2004
Children of Final Dust,Electric Ritual,EDM,3:34,138114,12/6/2011
The Shape of Sacred Dust,TheNeon Choir,Country,2:22,20372,4/20/2018
Whispers of Sacred Eyes, Broken Dreams,R&B,2:08,51387,8/11/1997
Requiem for Young Flowers,Wild Voices,Latin,3:39,529,9/28/1997
Children of Velvet Secrets, Bright Voices,Afrobeats,2:11,284,1/2/2007
Requiem for Hollow Ashes, Restless Empire,Techno,3:19,786,1/3/2020
Last Days of Bright Dust, Broken Shadows,Alternative,4:22,14,2/7/2005
Songs for Crimson Glass,TheRestless Strangers,Disco,2:51,61,3/22/2002
Prayer for Broken Truth,The Lonely Hearts,EDM,3:01,4,7/27/2010
Midnight in Fading Time, Wild Hearts,J-Pop,2:05,263957,11/7/2017
Songs for Soft Skies,The Bright Mirrors,Ambient,3:42,9078,11/17/2017
Children of Cold Machines,Heavy Club,Electronic,3:12,996,7/28/2016
Last Days of Restless Blood, Broken Lovers,Jazz,3:37,17017,9/15/2024
Visions of Electric Mirrors,The Heavy Society,Metal,2:11,830705,1/14/1995
Prayer for Final Echoes, Soft Choir,Lo-Fi,4:29,3,5/8/2003
Midnight in Burning Dust, Broken Ghosts,Funk,3:22,15013,2/28/2004
Portrait of Midnight Flames,ThePlastic Saints,K-Pop,2:57,588606,7/2/2014
Midnight in Fading Ashes,Sacred Kids,Alternative,3:56,8,12/9/1998
Whispers of Soft Static,The Endless Wolves,Metal,3:35,6996,8/9/2007
Dreams of Static Fever, Paper Shadows,Blues,4:10,502434,6/17/2001
Hymns to Shattered Dreams,Sacred Voices,Pop,2:28,509973,1/10/2009
Visions of Soft Shadows,ThePlastic Youth,Disco,4:03,5402,12/27/2017
Prayer for Electric Hearts,Soft Signals,Hip-Hop,3:31,2241,12/19/1994
Ballad of Hollow Static,TheSilent Static,Metal,2:07,101133,8/9/2006
Stories of Shattered Snow,The Restless Empire,Drill,3:40,11457,12/9/2023
Stories of Crimson Memories,TheCrimson Angels,Punk,2:34,2550,8/25/2007
Songs for Hollow Fire,Plastic Echoes,Lo-Fi,2:35,103,6/17/2023
Midnight in Final Waves, Young Dreams,Drill,2:41,6780,6/11/2015
Songs for Cold Memories,The Static Lovers,Afrobeats,4:10,550,2/10/2001
Children of Velvet Blood,Glass Kids,Metal,3:59,58,11/3/2016
Prayer for Fading Time,Velvet Voices,Ambient,4:25,621,6/28/1996
Fragments of Velvet Fever,ThePaper Ritual,Hip-Hop,2:27,20,11/17/2011
Ballad of Shattered Time,The False Echoes,Ambient,2:13,46,4/6/2023
Portrait of Shattered Secrets,TheLonely Voices,Classical,3:09,5,7/19/2019
Songs for Slow Shadows,The Final Empire,K-Pop,4:19,50091,9/20/2011
Last Days of Broken Storms,The Paper Club,Hip-Hop,3:32,8317,3/22/2008
Letters to Electric Bones,Silent Hearts,Folk,3:47,3528,1/15/1996
Fragments of Shattered Time, Sacred Ghosts,House,2:23,107287,5/17/2023
Prayer for Crimson Ashes,The Golden Empire,Pop,3:11,5162,2/10/2022
Midnight in Final Dust,TheYoung Fire,Drill,3:20,60,4/14/2005
Tales from Shattered Bones,TheVelvet Society,Afrobeats,2:48,181,1/3/2017
Stories of Soft Bones,TheYoung Garden,J-Pop,4:06,243,2/12/2008
Tales from Midnight Time, Static Echoes,Soundtrack,2:58,4052,10/2/2004
Letters to Forgotten Blood,The Broken Saints,Classical,3:03,10354,5/7/2009
Last Days of Hidden Ashes,Electric Empire,Indie,2:46,279,8/1/2008
Tales from Hidden Echoes,The Final Club,Soul,4:13,86921,8/25/2018
Dreams of Electric Lights,The Golden Club,Latin,4:15,642480,5/13/2011
Fragments of Dark Machines,TheElectric Signals,Techno,3:54,588,10/18/2010
Whispers of Shattered Bones,Silent Mirrors,Lo-Fi,2:17,130911,7/21/2020
Stories of Final Waves, Heavy Machines,Ambient,4:01,6638,7/9/2012
Notes from Golden Shadows,Plastic Flowers,Country,3:22,9357,11/2/2023
Last Days of Silent Dust,The Velvet Youth,Disco,3:55,3,10/19/2014
Songs for Static Echoes,ThePaper Fever,Classical,3:18,35,7/2/2015
Notes from Final Secrets,TheSacred Fire,Pop,3:04,28476,2/5/2017
Fragments of Hidden Fire,The Paper Flowers,Afrobeats,3:23,101,12/3/2006
Prayer for Lonely Stars,The Final Ghosts,Disco,3:39,17,1/1/2015
Prayer for Broken Storms,The Soft Fire,Classical,3:15,340773,11/13/1997
Ballad of Dark Sins, Static Collective,Soul,3:01,2,4/10/2006
Portrait of Burning Flames,TheHidden Saints,Blues,3:40,4282,3/22/2017
Hymns to Empty Night,TheSilent Wolves,Classical,2:52,966,4/26/2010
Visions of Golden Stars,Static Society,Metal,4:25,1051,12/19/2001
Tales from Burning Hope,The Endless Club,Jazz,2:03,912,6/26/2007
Visions of Shattered Shadows, Glass Assembly,Disco,2:56,3522,3/18/2016
Songs for Hollow Gold,TheGlass Youth,R&B,4:13,13983,12/2/2011
Prayer for Endless Stars, Plastic Echoes,Classical,2:12,113,10/22/2016
Dreams of Wild Echoes,The Holy Hearts,Hip-Hop,3:17,33,11/21/2006
Notes from Forgotten Blood,TheHeavy Ritual,Rock,4:21,26456,11/7/2012
Songs for Electric Bones,Static Dreams,House,4:30,1056,9/13/2003
Letters to Restless Sins, Lonely Kids,Metal,3:57,20908,7/18/2005
Stories of Midnight Lights,TheVelvet Ghosts,Electronic,2:43,50,5/3/2001
Dreams of Dark Flames,The Soft Society,Latin,2:00,765,3/21/2020
Last Days of Broken Gold,The Lonely Signals,Classical,4:21,8,9/6/2013
Echoes of Neon Time,The Young Voices,Classical,4:17,26238,6/18/2011
Dreams of Soft Smoke,TheGlass Society,Rock,2:54,21,11/10/2010
Ballad of Bright Rivers, Golden Lovers,Blues,2:56,5,5/2/2001
The Shape of Young Machines, Modern Lovers,Country,3:39,7599,3/16/2016
Hymns to Dark Shadows,ThePlastic Garden,Lo-Fi,4:13,488762,3/13/2024
Visions of Dark Mirrors, Silent Strangers,Techno,2:49,152,1/26/2023
Tales from Midnight Glass, Endless Static,Latin,2:27,721,4/22/2024
Tales from Neon Fever,The Bright Choir,R&B,2:48,177513,7/12/2018
Stories of Restless Memories,ThePlastic Garden,Techno,3:03,44,11/15/1996
Ghosts of Shattered Voices,TheYoung Wolves,Afrobeats,4:30,14,4/9/1998
Prayer for Distant Truth,The Soft Dreams,Reggae,4:05,127612,8/5/1999
The Shape of Crimson Fever, Silent Cinema,Folk,3:04,4,3/15/2003
Dreams of Fading Blood,The Static Machines,K-Pop,4:24,313746,3/14/2013
Fragments of Distant Echoes, Restless Empire,Soul,3:16,22,11/18/2001
Ghosts of Final Flowers,The Glass Flowers,Lo-Fi,2:01,200,1/13/2012
Whispers of Soft Skies,The False Signals,Lo-Fi,4:15,8832,9/28/2003
Whispers of Hollow Fever,The Bright Empire,Punk,3:14,15,8/11/2021
Hymns to Shattered Dreams,Hidden Choir,Disco,3:20,506,2/2/2024
Visions of Slow Sins,TheFalse Saints,Funk,3:17,1,12/10/2021
Notes from Electric Ashes,The Velvet Echoes,Soul,2:54,1448,9/10/2005
Ghosts of Wild Faith, Plastic Flowers,Pop,3:22,71,3/6/2016
Prayer for Distant Gold,The Final Kids,Techno,3:14,9,8/25/1997
Dreams of Bright Lies, Soft Choir,Reggae,4:28,3606,6/13/2013
Prayer for Electric Ashes,Modern Youth,Techno,4:13,1,1/25/2016
Whispers of Hollow Waves,The Velvet Ritual,K-Pop,3:42,327768,11/13/2014
Last Days of Slow Eyes, Static Garden,Lo-Fi,3:10,9455,7/26/2001
Ballad of Bright Signals, Velvet Shadows,Trap,2:39,889,10/11/2014
Midnight in Fading Skies,Feral Angels,Hip-Hop,2:06,639565,2/14/2018
Ghosts of Electric Youth,The Static Sinners,Techno,2:37,567,12/26/2001
The Shape of Lonely Dust,Cold Saints,Metal,3:08,118,12/18/2002
Echoes of Silent Mirrors,The Bright Flowers,Country,4:00,10,4/15/2006
Hymns to Slow Voices,TheWild Ghosts,House,2:08,3324,2/11/2006
Prayer for Broken Time,The Golden Dreams,J-Pop,2:01,21042,1/3/2007
Dreams of Shattered Rivers,TheFinal Youth,Indie,3:06,1560,5/27/2021
Notes from Sacred Skies,TheModern Wolves,House,3:15,427095,1/12/2002
Portrait of Heavy Lights, Holy Mirrors,Latin,2:22,184941,8/14/2022
Prayer for Static Eyes,The Lonely Sinners,Funk,4:07,3,3/16/2006
Midnight in Cold Smoke, Lonely Society,Soul,2:40,60402,3/3/2000
Songs for Heavy Truth, Endless Empire,Soundtrack,2:52,14,4/26/2011
Ballad of Bright Youth,The Neon Strangers,Metal,2:02,78,1/21/2005
Songs for Young Flames,The Hidden Echoes,Indie,2:10,22,7/8/2006
Letters to Crimson Sins, False Youth,Folk,2:09,36289,6/5/2011
Portrait of Crimson Flames, Plastic Youth,Jazz,3:33,512,8/18/2000
Letters to Sacred Gold,The Broken Empire,Jazz,3:10,4064,9/13/2021
Children of Endless Gold, Silent Youth,Techno,3:54,170057,2/9/2001
Notes from Silent Stars,The Endless Youth,K-Pop,2:39,257926,6/7/2020
Requiem for Velvet Voices,The Restless Flowers,Ambient,2:58,2,5/7/2012
The Shape of Lonely Rain,TheWild Saints,Folk,3:51,5528,12/14/2012
Prayer for Hollow Hearts,TheHeavy Signals,Indie,2:22,14,12/8/2021
Hymns to Young Flowers,The Velvet Youth,J-Pop,4:13,3657,12/27/2014
Dreams of Shattered Faith,TheGolden Static,Trap,2:28,6195,3/11/1999
Notes from Hollow Flames,Final Angels,Metal,2:35,222878,10/7/2000
Ghosts of Forgotten Gold,The Cold Assembly,Blues,2:34,14,4/25/2013
Last Days of Cold Memories,Static Dreams,Rock,4:10,178,7/2/2015
Tales from Static Storms,Hidden Society,Classical,3:58,1192,9/9/2017
Letters to Heavy Skies, Bright Saints,R&B,3:22,1440,12/28/2000
Echoes of Broken Skies,TheHoly Cinema,Jazz,3:51,115,2/7/2016
Songs for Midnight Glass,Midnight Signals,Lo-Fi,3:11,827,12/28/2024
Prayer for Cold Smoke,The Neon Youth,Soul,2:40,198,8/9/1996
Notes from Forgotten Dust,Sacred Machines,Lo-Fi,3:22,61,1/28/2012
Midnight in Cold Smoke,TheModern Sinners,K-Pop,2:22,1,10/12/2006
Ballad of Endless Blood,Velvet Static,Soundtrack,2:10,67967,4/16/1996
Ghosts of Hidden Night,ThePaper Ghosts,Rock,3:04,2,3/9/2008
The Shape of Burning Hope,The Cold Mirrors,Jazz,3:02,50,2/20/2017
Midnight in Electric Lies, Soft Saints,Indie,3:32,18,9/15/2023
The Shape of Crimson Stars,The Bright Shadows,Ambient,2:39,5872,10/28/2005
Requiem for Final Time,The Midnight Sinners,Folk,3:45,68,11/6/2023
Dreams of Hidden Lies, Soft Collective,Indie,2:52,1083,6/9/1996
Dreams of Young Lies,The Hidden Shadows,K-Pop,3:01,1,10/20/1999
Midnight in Electric Mirrors,TheSacred Echoes,Soundtrack,3:51,13,9/25/2003
Requiem for Broken Lies,The Final Cinema,Indie,2:13,65,1/10/2011
Hymns to Young Smoke,The Holy Lovers,Folk,2:27,38,12/20/1999
Songs for Hidden Flowers,Soft Echoes,Afrobeats,2:45,27,3/3/2002
Stories of Young Memories,Soft Sinners,Trap,3:30,190,1/4/2013
Ballad of Midnight Ashes, Midnight Fever,Latin,2:30,28837,5/23/2020
Fragments of Static Waves, Silent Shadows,Country,2:41,625054,7/17/1995
Ghosts of Burning Ashes,TheFeral Cinema,Trap,2:16,37,6/7/2014
Letters to Static Machines,The Golden Flowers,K-Pop,4:28,2,2/4/2005
Ballad of Golden Snow, Neon Assembly,Blues,4:04,549815,5/12/2012
Letters to Soft Machines,TheGlass Shadows,Folk,4:29,761663,12/11/2014
Echoes of Fading Flames,TheEmpty Ritual,Electronic,3:46,9959,2/10/2005
Midnight in Restless Night, Modern Cinema,Reggae,2:25,157230,5/4/2009
Ghosts of Electric Static, Wild Garden,Punk,3:23,38557,9/6/2012
Children of Soft Time,False Signals,Alternative,2:34,186,10/10/2021
Stories of Young Truth, Restless Cinema,Classical,2:28,23,2/21/2019
Visions of Broken Time,The Bright Kids,Indie,2:44,11,2/20/2005
Children of Cold Sins,The Final Assembly,Techno,3:55,1829,6/12/2019
Stories of Fading Skies,The Golden Cinema,Rock,2:32,910,10/5/2007
Ghosts of Sacred Stars,The Feral Kids,Soul,2:14,159912,11/4/1995
Midnight in Empty Rain,TheFinal Fire,EDM,3:50,36,12/28/2008
Prayer for Endless Waves,TheCrimson Fire,Hip-Hop,2:41,7057,3/1/1998
The Shape of Distant Hope, Sacred Voices,Indie,3:26,201859,9/14/2001
Requiem for Endless Flames,TheFalse Fire,Soul,2:22,47235,3/22/2014
Last Days of Endless Flames, Bright Sinners,Indie,2:17,190322,6/15/2019
Stories of Bright Skies,TheStatic Garden,Afrobeats,3:03,1312,5/6/2012
Prayer for Broken Rain, Lonely Empire,Rock,3:17,8123,5/23/2014
Requiem for Wild Night, Heavy Saints,Blues,4:11,12,2/16/2018
Last Days of Final Stars,TheModern Collective,J-Pop,3:58,1255,10/28/2006
Ballad of Soft Dust,The Dark Saints,K-Pop,3:27,5750,7/21/2015
Letters to Golden Stars,TheYoung Ritual,Punk,2:40,2,9/2/2012
Fragments of Burning Waves,The Paper Choir,Electronic,4:23,79,6/17/2003
Fragments of Electric Dust,TheBroken Fever,Folk,4:24,448,4/16/2007
Ballad of Bright Stars,The Sacred Garden,Pop,3:48,1,5/12/2006
Prayer for Soft Sins,TheGolden Flowers,Reggae,4:14,174637,9/17/2006
Letters to Neon Gold,The Silent Collective,K-Pop,3:39,580,3/11/2002
Whispers of Forgotten Faith,The Young Echoes,Soul,3:51,3280,7/1/2001
Visions of Electric Smoke, Golden Saints,Jazz,3:06,3,5/10/2007
Ballad of Bright Blood,Bright Strangers,Soundtrack,2:55,155210,9/10/2020
Requiem for Cold Dust, Feral Shadows,Metal,2:53,8225,1/19/2017
Ghosts of Empty Blood,The Young Flowers,Soul,2:51,13,12/25/2021
Midnight in Shattered Blood, Modern Hearts,Trap,3:10,140346,10/11/2009
Ballad of Golden Sins,The Final Shadows,R&B,4:10,345,4/24/2022
Tales from Lonely Mirrors,The Empty Static,Soul,3:56,93334,4/21/2005
Prayer for Restless Youth,Restless Youth,Metal,3:16,161,1/11/2012
Portrait of Velvet Machines, Endless Club,Metal,2:21,15,10/4/2009
Whispers of Soft Rain, Lonely Lovers,Disco,3:43,12687,1/4/1996
Fragments of Final Glass,TheBright Empire,Rock,2:27,74371,8/2/2005
Ghosts of Sacred Ashes,Golden Choir,Pop,2:21,11,2/2/2012
Ballad of Hidden Gold, Broken Machines,Disco,2:01,1,11/1/2006
Portrait of Midnight Signals,TheEmpty Fever,Ambient,2:09,218,1/12/2004
Songs for Slow Waves,The Cold Sinners,Country,4:30,153,4/16/2008
Ghosts of Electric Smoke, Broken Kids,Country,3:58,371137,7/1/2023
Letters to Final Eyes,The Young Angels,J-Pop,3:27,2,5/28/2005
Visions of Slow Dust,TheHoly Kids,Folk,3:18,142,3/28/2014
Midnight in Bright Fire, Broken Society,Trap,2:56,5,8/27/2023
Letters to Forgotten Ashes,TheFinal Saints,Drill,2:17,7351,6/8/1997
Echoes of Silent Faith,The Crimson Empire,Trap,2:27,92,8/8/2019
Requiem for Velvet Glass, Plastic Collective,Soul,4:22,97886,9/18/2005
Whispers of Bright Glass,The Silent Lovers,EDM,2:47,25101,4/26/2022
Fragments of Slow Signals,Cold Signals,House,2:52,33217,4/11/2002
Ghosts of Restless Waves,The Modern Machines,Drill,2:28,683,4/22/1996
Dreams of Golden Ashes,TheDark Garden,Latin,4:03,25,11/27/2004
Hymns to Slow Sins,Cold Choir,Techno,3:42,8,2/28/2024
Tales from Neon Dreams,Static Cinema,Soul,3:36,3613,6/19/1997
Fragments of Final Youth,The Empty Assembly,Funk,4:19,4,7/15/1995
Fragments of Midnight Blood,TheYoung Wolves,Jazz,3:08,51321,8/5/2001
Last Days of Burning Silence, Feral Empire,Soul,2:02,749849,10/3/2024
Songs for Crimson Smoke, Soft Sinners,Funk,2:11,2,4/17/2015
Echoes of Distant Eyes,TheGlass Lovers,Soul,2:53,6,9/3/2019
Whispers of Sacred Bones,TheFalse Kids,Jazz,2:11,711450,2/3/2022
Requiem for Cold Faith,Feral Voices,House,3:04,1345,6/4/1999
Notes from Hidden Shadows, Bright Flowers,Electronic,2:02,4,8/4/2001
Last Days of Forgotten Secrets, Crimson Strangers,Classical,2:04,278,9/20/2003
Fragments of Hidden Snow,The Bright Saints,K-Pop,3:49,4,7/25/2004
Hymns to Soft Stars,TheGlass Dreams,Rock,2:29,717466,11/16/2022
Requiem for Heavy Lights,The Endless Choir,Latin,3:39,196,3/23/2021
Fragments of Hidden Lights,Midnight Youth,Electronic,3:24,89065,9/8/2004
Midnight in Soft Sins,Glass Choir,Country,4:25,489240,6/25/2003
Visions of Sacred Glass,TheHoly Fire,Soundtrack,4:03,379,3/24/2019
Songs for Silent Snow,TheHidden Signals,Alternative,4:10,305,10/2/2015
Tales from Bright Night,TheNeon Choir,Funk,2:06,15231,6/6/2001
Songs for Neon Ashes,TheFalse Garden,Indie,2:32,61,3/11/2009
Echoes of Static Faith,TheCold Empire,Indie,3:55,45,8/9/2006
Last Days of Young Snow,The Paper Static,Jazz,2:14,5,2/12/2011
Stories of Lonely Stars,TheGolden Youth,EDM,3:39,93237,2/18/1995
Ballad of Electric Gold, Bright Cinema,Alternative,2:54,418535,6/2/2011
Hymns to Static Time,TheFinal Youth,Rock,3:16,1539,11/20/2005
Dreams of Hollow Silence,Empty Static,Alternative,2:54,18423,6/23/2002
Dreams of Empty Snow,TheLonely Fire,Jazz,2:24,5,8/1/2022
Ghosts of Heavy Truth,The Soft Dreams,Disco,4:10,474160,3/16/1995
Notes from Velvet Shadows,Young Collective,Techno,2:57,108,11/25/2000
Fragments of Golden Hearts, Young Strangers,Reggae,3:19,1451,1/23/2003
The Shape of Young Static,The Broken Youth,Pop,2:19,51795,3/2/2013
Last Days of Silent Signals,The Restless Shadows,Alternative,2:53,73,2/22/2023
Children of Soft Mirrors,TheSoft Fever,Disco,3:12,4716,1/24/2005
Ghosts of Velvet Ashes, Midnight Lovers,Lo-Fi,3:16,29,2/13/1996
Midnight in Restless Faith,The Golden Choir,Jazz,3:47,193588,1/10/2016
Children of Slow Gold,The Sacred Static,R&B,2:21,14,7/17/2014
Tales from Fading Flowers,Broken Machines,Lo-Fi,4:11,223,6/6/2015
Stories of Velvet Signals,The Feral Fire,Metal,4:15,827,6/6/2009
Letters to Hidden Memories, Neon Mirrors,Indie,2:06,593,12/17/1997
Visions of Shattered Fever,TheFinal Ghosts,Lo-Fi,3:00,519268,2/23/2003
Notes from Wild Storms,Heavy Club,Techno,3:27,834459,2/5/2007
Portrait of Sacred Storms,Feral Wolves,EDM,3:19,22,1/14/1998
Midnight in Shattered Truth,TheModern Garden,Jazz,3:22,362,7/15/1996
Prayer for Golden Shadows, Neon Ritual,Punk,2:25,758,11/22/2010
Midnight in Burning Fire,The Final Hearts,Blues,2:24,203,6/5/2023
Ghosts of Silent Ashes,The Glass Collective,Punk,3:23,3,3/27/1998
Children of Neon Ashes,The Silent Voices,House,2:32,1080,8/21/2003
Letters to Neon Sins, Silent Youth,J-Pop,3:36,1808,10/20/2007
Portrait of Fading Ashes,TheHidden Echoes,Disco,2:09,19525,10/17/2007
Ballad of Heavy Bones,The Bright Hearts,Rock,2:19,1060,2/17/2005
Ballad of Velvet Fire,Endless Static,Alternative,3:04,13,7/22/2024
Echoes of Slow Mirrors,Final Assembly,Afrobeats,2:15,4245,4/11/2022
Songs for Silent Rivers,Heavy Angels,Jazz,3:50,74687,2/18/2008
Tales from Final Flowers,The Velvet Mirrors,Folk,4:10,8226,5/25/1999
Ghosts of Midnight Lights,The Heavy Signals,Disco,3:53,84211,3/13/2004
Prayer for Wild Faith,TheEmpty Signals,Ambient,2:23,1,12/15/2001
Prayer for Forgotten Skies, Endless Saints,Metal,2:13,1,1/1/2012
Last Days of Slow Snow, Wild Shadows,Trap,2:54,8,6/27/2011
Notes from Distant Lights,Restless Club,Alternative,2:37,26,8/8/2017
Midnight in Velvet Time,The Holy Mirrors,Indie,3:33,4281,7/12/2012
Visions of Hollow Lights,The Cold Sinners,Hip-Hop,2:16,145,3/14/1992
Letters to Distant Ashes,The Modern Angels,J-Pop,2:42,846514,4/20/2011
Midnight in Slow Smoke,The Silent Signals,Drill,4:07,122,5/3/2021
Hymns to Neon Night,The Silent Club,K-Pop,3:19,74,3/25/2001
Letters to Young Gold,Bright Voices,K-Pop,2:14,408,10/16/2016
Children of Final Secrets, Modern Voices,Rock,2:09,96,11/15/2010
Hymns to Dark Fire,Empty Fire,Latin,3:39,31,5/20/2010
Tales from Midnight Skies,TheWild Collective,Rock,2:27,10,12/1/2020
Prayer for Midnight Secrets,TheVelvet Saints,Hip-Hop,4:20,6322,7/8/2011
Visions of Golden Rain,The Empty Mirrors,Trap,3:24,45005,8/23/2001
Visions of Slow Eyes,TheGolden Fever,Lo-Fi,3:58,58,9/14/2024
Echoes of Neon Bones,TheDark Hearts,Electronic,2:20,8627,8/15/2021
Letters to Forgotten Smoke,TheFeral Kids,K-Pop,2:48,55118,4/17/2011
Requiem for Silent Hearts,Restless Society,Alternative,2:45,3,2/12/2012
Letters to Final Truth,TheCold Machines,Classical,3:04,85,4/26/2022
Requiem for Broken Time,The False Sinners,Afrobeats,2:43,1069,2/23/2002
Last Days of Heavy Truth,False Choir,K-Pop,3:25,460,7/20/2000
Stories of Electric Dreams,TheFalse Angels,J-Pop,2:01,957,1/26/2023
Ghosts of Neon Storms,TheStatic Static,Afrobeats,2:38,6,3/24/2001
Midnight in Empty Fire, Broken Lovers,Trap,4:24,4,9/4/2008
Portrait of Hollow Memories,Soft Choir,House,2:03,27451,11/1/1999
Ballad of Dark Memories,TheCrimson Voices,Techno,2:43,567646,3/25/2014
Ballad of Slow Stars,Velvet Signals,Jazz,3:32,32360,8/18/1995
Notes from Heavy Flames,TheFinal Signals,House,2:07,505857,8/13/2018
Letters to Static Bones,Silent Shadows,House,3:00,268,2/17/1996
Hymns to Heavy Youth,The Golden Echoes,Disco,2:06,99,11/3/2001
Letters to Silent Skies,The Modern Cinema,Lo-Fi,3:20,159256,10/1/1999
Children of Dark Smoke, Midnight Garden,Folk,4:01,2,9/3/2005
Prayer for Final Glass, Paper Hearts,Disco,2:23,4409,6/23/2006
Notes from Midnight Bones, Dark Flowers,House,3:26,14102,6/1/2001
Ballad of Endless Truth, Restless Hearts,K-Pop,3:07,87538,7/7/1996
Ghosts of Slow Blood,The Soft Youth,Ambient,3:47,9638,12/1/2023
Midnight in Empty Stars,TheNeon Ritual,K-Pop,2:21,74157,6/14/2018
Midnight in Bright Waves,TheCold Signals,Punk,2:45,102022,2/5/2016
Songs for Final Glass, Holy Voices,Indie,2:32,919,5/27/1998
Ghosts of Final Smoke,The Electric Garden,Folk,2:54,54078,6/6/2002
Fragments of Burning Stars,TheFalse Machines,Funk,3:18,299850,11/17/2002
Ballad of Final Static,The Midnight Lovers,Pop,3:35,4,9/3/2019
Whispers of Sacred Fever,The Holy Fever,Soundtrack,2:56,3,11/7/1999
The Shape of Soft Rain,TheBright Mirrors,Hip-Hop,4:27,18,5/10/2006
Notes from Final Machines, Paper Shadows,Soundtrack,4:10,2,5/20/1995
Ghosts of Broken Snow,TheStatic Voices,Trap,2:32,200,9/2/2014
Dreams of Cold Storms, Glass Sinners,Reggae,3:04,1147,2/12/2023
Hymns to Young Eyes,The Velvet Strangers,R&B,2:47,5370,12/11/1996
Requiem for Sacred Snow,Plastic Fever,Indie,3:38,1456,3/21/2019
Stories of Broken Echoes,TheEndless Cinema,Ambient,2:08,8,1/22/2024
Last Days of Bright Blood, Wild Shadows,Blues,3:51,40425,4/16/2008
Fragments of Hollow Bones,TheVelvet Voices,Soul,2:38,482408,11/11/2007
Children of Lonely Fever, Broken Fever,Reggae,3:35,2,3/24/2017
Midnight in Broken Rivers,The Soft Youth,Alternative,3:55,16287,11/26/2009
Whispers of Hidden Waves,The Lonely Angels,Folk,3:48,585477,12/24/2024
Midnight in Hidden Rivers,TheHeavy Assembly,J-Pop,3:19,94504,12/22/2001
Notes from Sacred Memories,The Bright Static,Afrobeats,4:28,2238,11/14/2006
Dreams of Wild Snow,Restless Ghosts,J-Pop,4:24,90740,12/4/1995
Portrait of Young Skies,The Lonely Echoes,Alternative,2:06,68,12/8/2011
Visions of Silent Rivers,Feral Saints,Drill,2:22,316,7/16/2008
Stories of Static Time,Electric Society,Ambient,4:16,261,12/17/2009
